Review_ID,Text_Review,Cleaned_Text,Rating,Sentiment_Label,Satisfaction_Level,Visitor_Age,Visit_Type,Travel_Purpose,Visit_Season,Eco_Activity_Count,Wildlife_Sightings,Site_Type,Eco_Rating,Guide_Quality,Cleanliness_Score,Service_Quality,Eco_Education_Level,Sustainability_Score,Crowd_Level,Noise_Level,Safety_Score,Travel_Distance_km,Expense_Level,Would_Recommend,Return_Intent,GroundTruth
1417,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,55,Couple,Photography,Spring,10,8,Lake,4.5,1,1,5,3,2,4,1,1,75,High,Yes,Yes,Neutral-Medium
1418,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,34,Group,Leisure,Summer,10,6,Forest,2.1,1,4,3,3,2,1,4,3,257,Medium,Yes,No,Negative-Low
1419,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,51,Friends,Relaxation,Spring,2,5,Forest,1.6,1,3,4,2,5,3,3,4,499,Low,Yes,Yes,Positive-High
1420,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,36,Couple,Photography,Summer,5,5,Forest,5.0,2,4,5,5,3,2,3,3,282,Medium,Yes,Yes,Neutral-Medium
1421,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,21,Couple,Photography,Spring,2,2,Lake,4.9,4,5,4,2,3,3,1,5,78,High,No,No,Neutral-Medium
1422,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,28,Friends,Adventure,Winter,4,1,Wildlife Sanctuary,3.2,2,5,2,4,1,1,4,1,220,Medium,Yes,No,Negative-Low
1423,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,21,Solo,Leisure,Monsoon,7,0,Mountain,3.2,3,5,4,2,5,3,3,1,327,Medium,Yes,Yes,Neutral-Medium
1424,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,27,Friends,Leisure,Winter,6,6,Wildlife Sanctuary,4.5,2,4,5,5,1,2,1,3,293,High,No,No,Positive-High
1425,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,55,Friends,Relaxation,Spring,5,3,Wildlife Sanctuary,1.0,4,3,4,2,2,5,4,1,364,High,No,Yes,Negative-Low
1426,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,4,Positive,High,52,Family,Photography,Monsoon,7,5,Lake,3.7,2,5,1,2,3,4,2,2,320,Medium,Yes,Yes,Positive-High
1427,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,2,Negative,Low,51,Family,Leisure,Monsoon,1,7,Mountain,1.1,1,1,5,5,3,1,3,3,170,Medium,Yes,Yes,Negative-Low
1428,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,25,Group,Wildlife Study,Monsoon,2,8,Lake,2.8,2,5,1,2,4,3,2,5,138,Low,No,No,Neutral-Medium
1429,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,24,Group,Relaxation,Monsoon,7,8,Coastal,4.0,4,4,3,3,5,1,1,5,257,High,No,No,Positive-High
1430,Transport delays and chaotic scheduling.,transport delays and chaotic scheduling,2,Negative,Low,65,Group,Photography,Spring,10,2,Coastal,3.6,5,5,1,2,1,1,5,1,390,High,Yes,No,Negative-Low
1431,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,2,Negative,Low,34,Couple,Relaxation,Summer,5,3,Mountain,2.3,4,4,5,4,2,2,1,4,188,High,Yes,Yes,Negative-Low
1432,A very eco-friendly resort with sustainable facilities and amazing staff support.,a very ecofriendly resort with sustainable facilities and amazing staff support,5,Positive,High,59,Family,Adventure,Summer,6,2,Wildlife Sanctuary,3.1,1,1,3,1,3,2,3,1,338,Medium,Yes,Yes,Positive-High
1433,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,5,Positive,High,60,Family,Relaxation,Monsoon,9,3,Coastal,2.2,2,5,5,5,1,1,4,4,236,High,Yes,Yes,Positive-High
1434,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,64,Friends,Relaxation,Monsoon,4,0,Forest,2.0,4,4,2,2,2,4,2,2,195,High,Yes,Yes,Positive-High
1435,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,27,Friends,Adventure,Winter,2,3,Lake,3.6,1,4,2,1,1,3,3,5,214,Low,Yes,No,Neutral-Medium
1436,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,51,Couple,Adventure,Spring,2,3,Forest,2.0,3,5,1,3,4,1,2,1,162,Low,Yes,No,Positive-High
1437,Transport delays and chaotic scheduling.,transport delays and chaotic scheduling,1,Negative,Low,34,Couple,Leisure,Spring,1,8,Forest,3.8,3,4,1,2,5,5,1,1,230,Medium,No,Yes,Negative-Low
1438,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,34,Solo,Photography,Winter,7,5,Lake,4.1,3,5,3,4,3,3,1,5,185,High,No,No,Positive-High
1439,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,4,Positive,High,28,Group,Adventure,Monsoon,3,6,Coastal,2.8,1,2,1,1,3,4,1,5,231,Low,No,Yes,Positive-High
1440,Loud noise ruined the natural experience.,loud noise ruined the natural experience,2,Negative,Low,37,Group,Photography,Winter,2,5,Mountain,4.9,4,4,5,4,1,5,2,5,318,Low,No,Yes,Negative-Low
1441,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,60,Solo,Leisure,Monsoon,1,6,Forest,1.6,1,1,1,1,2,1,4,2,181,High,No,Yes,Neutral-Medium
1442,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,2,Negative,Low,26,Group,Photography,Winter,9,1,Forest,1.4,1,3,5,2,4,1,4,5,267,High,Yes,No,Negative-Low
1443,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,41,Couple,Relaxation,Winter,1,3,Lake,3.6,3,4,5,4,5,5,4,2,469,Low,No,Yes,Positive-High
1444,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,48,Group,Photography,Monsoon,2,8,Wildlife Sanctuary,3.0,5,4,4,4,2,4,3,2,24,High,No,Yes,Positive-High
1445,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,41,Group,Relaxation,Summer,2,6,Mountain,3.1,3,4,2,4,5,2,1,2,464,Medium,No,No,Neutral-Medium
1446,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,53,Group,Relaxation,Monsoon,1,2,Mountain,3.3,1,3,5,2,4,1,2,5,378,High,No,No,Neutral-Medium
1447,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,55,Couple,Photography,Monsoon,10,4,Mountain,4.3,1,4,1,1,5,5,2,3,320,Medium,No,Yes,Neutral-Medium
1448,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,1,Negative,Low,30,Friends,Leisure,Summer,10,8,Forest,3.9,5,5,5,5,1,1,1,3,480,Low,Yes,No,Negative-Low
1449,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,40,Friends,Adventure,Summer,3,6,Coastal,4.0,4,1,5,3,3,5,4,1,446,Low,Yes,Yes,Positive-High
1450,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,42,Friends,Photography,Monsoon,3,4,Wildlife Sanctuary,1.7,2,5,4,2,4,1,2,1,492,High,Yes,No,Positive-High
1451,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,5,Positive,High,19,Friends,Photography,Spring,2,0,Forest,2.2,5,5,2,2,5,3,3,4,346,Low,Yes,No,Positive-High
1452,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,21,Solo,Adventure,Monsoon,8,2,Coastal,2.9,2,2,1,1,4,3,5,4,176,High,Yes,No,Neutral-Medium
1453,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,56,Group,Adventure,Winter,7,0,Coastal,4.7,1,4,1,4,2,2,3,3,408,High,No,Yes,Neutral-Medium
1454,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,21,Friends,Leisure,Summer,2,6,Mountain,1.3,3,2,2,5,1,4,5,1,150,Low,No,Yes,Neutral-Medium
1455,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,59,Couple,Wildlife Study,Summer,4,5,Forest,3.6,2,5,5,5,3,4,1,2,125,High,Yes,Yes,Negative-Low
1456,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,19,Friends,Wildlife Study,Monsoon,10,8,Forest,4.9,4,3,3,5,3,5,2,3,428,Low,No,No,Positive-High
1457,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,47,Group,Photography,Summer,3,8,Wildlife Sanctuary,4.4,1,4,5,1,2,4,3,2,189,High,No,Yes,Positive-High
1458,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,1,Negative,Low,35,Group,Adventure,Winter,4,1,Mountain,1.4,4,1,2,2,1,4,2,3,232,Low,Yes,No,Negative-Low
1459,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,1,Negative,Low,40,Friends,Relaxation,Monsoon,3,7,Mountain,2.4,3,3,3,5,2,4,5,5,152,High,Yes,No,Negative-Low
1460,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,44,Group,Wildlife Study,Summer,3,1,Lake,1.3,4,2,1,5,2,2,2,5,267,High,Yes,Yes,Neutral-Medium
1461,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,48,Solo,Photography,Spring,9,0,Lake,2.7,5,3,3,2,1,2,4,2,252,Medium,No,No,Neutral-Medium
1462,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,22,Couple,Wildlife Study,Summer,10,0,Lake,3.2,4,1,1,3,3,1,3,4,41,Medium,Yes,No,Neutral-Medium
1463,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,61,Group,Relaxation,Monsoon,7,0,Mountain,4.4,5,2,4,5,4,1,5,3,432,High,Yes,Yes,Positive-High
1464,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,61,Family,Leisure,Winter,5,0,Mountain,3.1,2,2,2,5,5,4,2,4,176,Medium,Yes,No,Negative-Low
1465,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,34,Family,Relaxation,Winter,1,3,Forest,3.3,5,5,1,5,4,4,5,1,27,Medium,Yes,No,Neutral-Medium
1466,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,36,Group,Relaxation,Winter,3,7,Forest,2.5,1,2,4,3,4,1,4,2,473,Medium,No,No,Neutral-Medium
1467,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,44,Group,Adventure,Monsoon,1,7,Wildlife Sanctuary,2.0,2,1,2,5,2,2,2,3,102,High,No,No,Positive-High
1468,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,23,Solo,Leisure,Spring,4,6,Coastal,3.3,3,3,1,1,5,4,4,4,273,Low,No,Yes,Negative-Low
1469,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,26,Couple,Leisure,Monsoon,10,4,Mountain,2.2,3,1,4,4,5,1,2,3,272,High,No,No,Neutral-Medium
1470,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,55,Group,Adventure,Summer,3,5,Coastal,4.4,2,1,4,1,4,5,1,5,402,Medium,No,No,Negative-Low
1471,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,52,Family,Wildlife Study,Spring,4,4,Forest,3.2,2,1,1,2,2,3,5,3,215,High,Yes,No,Positive-High
1472,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,58,Friends,Relaxation,Spring,5,2,Mountain,1.9,1,2,5,3,2,3,5,2,275,High,Yes,No,Positive-High
1473,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,48,Group,Relaxation,Spring,2,7,Forest,1.1,5,5,2,4,5,3,5,4,322,Medium,No,Yes,Negative-Low
1474,Terrible booking process with no communication.,terrible booking process with no communication,2,Negative,Low,60,Couple,Wildlife Study,Summer,7,5,Coastal,5.0,2,1,2,5,4,2,1,1,322,Low,No,Yes,Negative-Low
1475,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,1,Negative,Low,21,Solo,Leisure,Summer,7,1,Forest,1.2,2,2,2,3,1,1,1,2,464,High,No,Yes,Negative-Low
1476,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,42,Couple,Adventure,Winter,7,5,Lake,3.4,5,4,2,4,2,4,4,1,326,Low,No,Yes,Neutral-Medium
1477,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,1,Negative,Low,47,Couple,Photography,Winter,8,0,Wildlife Sanctuary,4.1,3,5,1,2,2,1,4,1,278,Medium,Yes,Yes,Negative-Low
1478,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,36,Family,Wildlife Study,Monsoon,4,1,Lake,2.3,4,4,2,1,3,3,3,1,172,Medium,No,Yes,Positive-High
1479,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,40,Group,Leisure,Monsoon,8,5,Wildlife Sanctuary,3.7,1,1,2,2,1,4,2,1,485,High,No,No,Positive-High
1480,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,21,Group,Wildlife Study,Spring,1,6,Wildlife Sanctuary,1.0,3,1,5,2,3,2,5,4,5,Medium,No,Yes,Negative-Low
1481,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,45,Friends,Wildlife Study,Summer,6,7,Coastal,1.2,5,4,4,5,4,5,1,4,31,Medium,Yes,Yes,Positive-High
1482,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,21,Friends,Adventure,Monsoon,7,4,Forest,4.8,1,3,1,5,4,4,4,1,242,Medium,No,Yes,Negative-Low
1483,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,44,Group,Leisure,Winter,8,1,Wildlife Sanctuary,1.4,1,3,1,1,3,4,3,1,31,High,No,Yes,Neutral-Medium
1484,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,41,Group,Leisure,Monsoon,3,0,Coastal,2.9,1,4,3,2,5,4,4,3,113,High,Yes,Yes,Positive-High
1485,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,34,Solo,Adventure,Monsoon,7,7,Mountain,3.2,2,4,4,3,4,2,5,2,367,High,Yes,No,Neutral-Medium
1486,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,56,Couple,Adventure,Winter,6,1,Forest,2.2,3,5,4,3,5,2,1,4,146,Low,Yes,Yes,Neutral-Medium
1487,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,20,Solo,Adventure,Spring,4,8,Lake,4.4,1,1,2,3,5,4,2,2,366,High,No,Yes,Negative-Low
1488,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,5,Positive,High,59,Friends,Adventure,Spring,6,3,Wildlife Sanctuary,3.7,3,3,2,3,4,3,4,2,385,Low,No,Yes,Positive-High
1489,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,63,Solo,Leisure,Winter,1,8,Wildlife Sanctuary,2.7,5,3,4,5,5,4,5,2,25,Low,Yes,No,Positive-High
1490,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,5,Positive,High,25,Family,Adventure,Spring,2,3,Lake,2.7,3,2,1,3,4,1,4,4,283,Medium,No,No,Positive-High
1491,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,58,Solo,Adventure,Spring,4,1,Coastal,3.9,4,5,2,5,1,4,1,1,22,Low,No,Yes,Neutral-Medium
1492,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,4,Positive,High,25,Group,Wildlife Study,Summer,1,6,Lake,1.0,4,5,2,3,2,1,1,3,141,High,Yes,Yes,Positive-High
1493,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,1,Negative,Low,44,Couple,Relaxation,Monsoon,3,7,Wildlife Sanctuary,4.4,2,4,1,1,3,3,1,5,54,Medium,Yes,Yes,Negative-Low
1494,Bad food quality and slow staff response.,bad food quality and slow staff response,1,Negative,Low,30,Family,Photography,Spring,8,5,Wildlife Sanctuary,4.8,3,3,1,2,5,4,4,5,436,Low,No,Yes,Negative-Low
1495,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,32,Friends,Adventure,Winter,5,3,Wildlife Sanctuary,3.7,1,4,3,5,5,3,1,4,312,Low,Yes,Yes,Neutral-Medium
1496,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,22,Friends,Photography,Spring,7,1,Mountain,3.3,4,4,1,3,2,2,2,1,336,High,Yes,No,Neutral-Medium
1497,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,59,Solo,Adventure,Spring,2,2,Mountain,4.9,4,3,3,4,2,5,1,4,463,Low,Yes,No,Negative-Low
1498,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,29,Couple,Wildlife Study,Winter,3,1,Wildlife Sanctuary,3.7,4,3,4,1,3,1,3,4,48,Low,Yes,No,Neutral-Medium
1499,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,61,Couple,Adventure,Spring,7,5,Coastal,4.1,3,3,4,2,3,1,3,2,471,Medium,Yes,Yes,Neutral-Medium
1500,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,1,Negative,Low,29,Solo,Relaxation,Spring,8,8,Mountain,1.0,4,1,2,1,3,5,5,2,108,Medium,Yes,No,Negative-Low
1501,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,27,Solo,Leisure,Monsoon,9,7,Mountain,3.6,4,3,4,3,3,2,5,4,197,Low,No,No,Negative-Low
1502,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,21,Group,Relaxation,Winter,2,2,Forest,1.1,2,3,2,2,2,1,5,1,49,Low,Yes,Yes,Neutral-Medium
1503,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,53,Group,Leisure,Winter,2,6,Mountain,1.1,4,5,2,2,5,4,1,4,500,High,No,Yes,Neutral-Medium
1504,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,26,Couple,Relaxation,Winter,8,1,Coastal,4.5,2,1,5,1,3,4,3,3,265,High,Yes,No,Neutral-Medium
1505,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,18,Solo,Leisure,Monsoon,7,6,Mountain,3.0,1,1,4,5,5,2,4,5,26,Medium,No,Yes,Positive-High
1506,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,42,Solo,Leisure,Monsoon,1,0,Wildlife Sanctuary,4.6,4,2,5,1,4,3,4,5,409,Medium,Yes,No,Positive-High
1507,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,42,Family,Leisure,Summer,3,1,Mountain,1.9,2,4,3,3,2,2,1,5,209,High,No,No,Neutral-Medium
1508,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,32,Couple,Leisure,Winter,4,3,Coastal,2.0,5,2,5,2,3,2,1,3,342,High,No,Yes,Neutral-Medium
1509,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,18,Friends,Adventure,Monsoon,9,5,Lake,2.2,1,4,2,5,2,4,3,3,322,High,Yes,No,Neutral-Medium
1510,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,1,Negative,Low,19,Couple,Adventure,Monsoon,8,2,Mountain,1.7,3,2,2,2,1,2,1,1,277,Medium,Yes,No,Negative-Low
1511,Transport delays and chaotic scheduling.,transport delays and chaotic scheduling,1,Negative,Low,28,Couple,Wildlife Study,Monsoon,5,8,Wildlife Sanctuary,2.9,3,5,2,2,2,4,5,5,168,High,Yes,Yes,Negative-Low
1512,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,36,Group,Relaxation,Spring,8,1,Wildlife Sanctuary,1.9,2,2,1,5,3,2,2,3,102,Medium,Yes,Yes,Positive-High
1513,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,1,Negative,Low,59,Group,Relaxation,Winter,9,4,Forest,1.7,5,1,4,3,1,5,1,2,312,Low,No,Yes,Negative-Low
1514,Bad food quality and slow staff response.,bad food quality and slow staff response,1,Negative,Low,37,Solo,Relaxation,Monsoon,10,3,Wildlife Sanctuary,1.0,4,4,4,3,1,4,1,5,387,Low,No,No,Negative-Low
1515,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,34,Family,Adventure,Monsoon,7,4,Lake,1.9,5,5,3,5,2,3,3,3,19,High,No,No,Neutral-Medium
1516,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,1,Negative,Low,27,Friends,Wildlife Study,Winter,3,7,Wildlife Sanctuary,2.9,5,4,3,4,1,3,3,4,488,High,Yes,No,Negative-Low
1517,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,62,Couple,Relaxation,Summer,4,5,Forest,4.7,3,5,3,4,1,3,3,3,228,High,No,Yes,Positive-High
1518,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,51,Group,Leisure,Spring,4,8,Lake,4.0,3,4,1,4,1,1,2,3,82,Medium,Yes,No,Neutral-Medium
1519,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,22,Solo,Leisure,Monsoon,4,7,Forest,1.1,1,2,4,1,1,3,4,2,340,High,Yes,No,Negative-Low
1520,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,1,Negative,Low,29,Friends,Leisure,Monsoon,4,3,Forest,1.9,1,1,2,5,5,3,1,1,427,High,No,Yes,Negative-Low
1521,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,23,Friends,Adventure,Winter,1,7,Lake,4.1,5,2,2,2,4,3,3,2,363,Low,No,Yes,Neutral-Medium
1522,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,36,Friends,Wildlife Study,Monsoon,7,8,Wildlife Sanctuary,1.3,5,5,1,1,3,4,3,5,431,Medium,Yes,Yes,Neutral-Medium
1523,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,5,Positive,High,23,Friends,Photography,Summer,9,4,Wildlife Sanctuary,4.7,1,2,2,4,3,1,4,3,283,Low,Yes,No,Positive-High
1524,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,24,Group,Wildlife Study,Monsoon,8,1,Mountain,1.1,1,4,3,1,1,5,1,4,230,High,Yes,Yes,Neutral-Medium
1525,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,28,Couple,Wildlife Study,Monsoon,7,7,Mountain,1.5,3,2,2,4,2,2,3,1,270,Medium,No,Yes,Positive-High
1526,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,54,Family,Photography,Monsoon,7,5,Lake,1.8,4,4,5,4,4,1,3,3,254,Low,No,No,Neutral-Medium
1527,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,30,Family,Photography,Spring,3,6,Wildlife Sanctuary,2.4,5,3,2,5,5,4,5,3,135,Low,Yes,Yes,Negative-Low
1528,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,53,Friends,Photography,Summer,4,6,Mountain,1.5,5,4,5,1,2,3,2,1,417,Medium,No,No,Positive-High
1529,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,43,Couple,Relaxation,Summer,2,4,Forest,2.6,1,1,2,2,1,2,3,1,403,High,No,No,Negative-Low
1530,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,61,Solo,Wildlife Study,Monsoon,7,1,Mountain,3.7,2,5,2,4,2,4,3,2,420,Low,No,No,Negative-Low
1531,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,32,Group,Wildlife Study,Winter,2,2,Mountain,3.7,3,1,5,3,1,3,4,4,440,Low,No,Yes,Neutral-Medium
1532,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,58,Solo,Wildlife Study,Monsoon,5,1,Coastal,4.3,2,1,1,5,5,4,3,4,273,Medium,Yes,No,Neutral-Medium
1533,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,29,Couple,Adventure,Spring,1,4,Lake,4.8,1,5,2,1,4,5,2,5,141,Low,No,No,Positive-High
1534,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,27,Family,Adventure,Summer,5,7,Wildlife Sanctuary,1.2,4,5,2,4,3,3,1,5,78,Medium,Yes,Yes,Neutral-Medium
1535,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,37,Friends,Adventure,Monsoon,5,4,Coastal,4.9,5,1,2,3,5,4,4,4,317,Medium,Yes,No,Neutral-Medium
